,type,dir,id_labels,readable_labels,similarity_score,closest_id_label,closest_similarity_score,closest_readable_label,closest_prob
10,Mountain,../Image/All_Cropped\Mountain\4.jpg,"{'09472597-n': 0.2599806785583496, '09399592-n': 0.12699134647846222, '09193705-n': 0.06412698328495026, '09428293-n': 0.053996749222278595, '09468604-n': 0.04926295205950737, '01496331-n': 0.04666970297694206, '09246464-n': 0.04528067633509636, '09332890-n': 0.025693673640489578, '02066245-n': 0.021035009995102882, '03792972-n': 0.01565990038216114}","{'volcano': 0.2599806785583496, 'promontory': 0.12699134647846222, 'alp': 0.06412698328495026, 'seashore': 0.053996749222278595, 'valley': 0.04926295205950737, 'electric ray': 0.04666970297694206, 'cliff': 0.04528067633509636, 'lakeside': 0.025693673640489578, 'grey whale': 0.021035009995102882, 'mountain tent': 0.01565990038216114}","{'09472597-n': 0.5, '09399592-n': 0.3333333333333333, '09193705-n': 0.5, '09428293-n': 0.2, '09468604-n': 0.2, '01496331-n': 0.0625, '09246464-n': 0.25, '09332890-n': 0.2, '02066245-n': 0.058823529411764705, '03792972-n': 0.1}",09472597-n,0.5,volcano,0.2599806785583496
11,Mountain,../Image/All_Cropped\Mountain\5.jpg,"{'09193705-n': 0.6847831010818481, '09468604-n': 0.11533118039369583, '03792972-n': 0.03001483343541622, '09332890-n': 0.029583515599370003, '09472597-n': 0.0071819317527115345, '09399592-n': 0.006787791848182678, '09246464-n': 0.005348656326532364, '09288635-n': 0.003916707821190357, '02415577-n': 0.0037975283339619637, '04228054-n': 0.002923322608694434}","{'alp': 0.6847831010818481, 'valley': 0.11533118039369583, 'mountain tent': 0.03001483343541622, 'lakeside': 0.029583515599370003, 'volcano': 0.0071819317527115345, 'promontory': 0.006787791848182678, 'cliff': 0.005348656326532364, 'geyser': 0.003916707821190357, 'bighorn': 0.0037975283339619637, 'ski': 0.002923322608694434}","{'09193705-n': 0.5, '09468604-n': 0.2, '03792972-n': 0.1, '09332890-n': 0.2, '09472597-n': 0.5, '09399592-n': 0.3333333333333333, '09246464-n': 0.25, '09288635-n': 0.2, '02415577-n': 0.05263157894736842, '04228054-n': 0.1}",09193705-n,0.5,alp,0.6847831010818481
12,Mountain,../Image/All_Cropped\Mountain\6.jpg,"{'09468604-n': 0.22538164258003235, '09472597-n': 0.1767657995223999, '09399592-n': 0.09194806963205338, '09246464-n': 0.0693158507347107, '09332890-n': 0.058632634580135345, '09193705-n': 0.0581309013068676, '09428293-n': 0.015835324302315712, '09421951-n': 0.010720313526690006, '04532670-n': 0.009117699228227139, '04604644-n': 0.006156567484140396}","{'valley': 0.22538164258003235, 'volcano': 0.1767657995223999, 'promontory': 0.09194806963205338, 'cliff': 0.0693158507347107, 'lakeside': 0.058632634580135345, 'alp': 0.0581309013068676, 'seashore': 0.015835324302315712, 'sandbar': 0.010720313526690006, 'viaduct': 0.009117699228227139, 'worm fence': 0.006156567484140396}","{'09468604-n': 0.2, '09472597-n': 0.5, '09399592-n': 0.3333333333333333, '09246464-n': 0.25, '09332890-n': 0.2, '09193705-n': 0.5, '09428293-n': 0.2, '09421951-n': 0.2, '04532670-n': 0.1111111111111111, '04604644-n': 0.08333333333333333}",09472597-n,0.5,volcano,0.1767657995223999
13,Mountain,../Image/All_Cropped\Mountain\7.jpg,"{'09472597-n': 0.6206017732620239, '09288635-n': 0.0425545834004879, '09246464-n': 0.03754536807537079, '09193705-n': 0.035415325313806534, '09332890-n': 0.024590471759438515, '09428293-n': 0.015417438000440598, '03042490-n': 0.014793423004448414, '09468604-n': 0.014535966329276562, '09399592-n': 0.013312830589711666, '03160309-n': 0.008236799389123917}","{'volcano': 0.6206017732620239, 'geyser': 0.0425545834004879, 'cliff': 0.03754536807537079, 'alp': 0.035415325313806534, 'lakeside': 0.024590471759438515, 'seashore': 0.015417438000440598, 'cliff dwelling': 0.014793423004448414, 'valley': 0.014535966329276562, 'promontory': 0.013312830589711666, 'dam': 0.008236799389123917}","{'09472597-n': 0.5, '09288635-n': 0.2, '09246464-n': 0.25, '09193705-n': 0.5, '09332890-n': 0.2, '09428293-n': 0.2, '03042490-n': 0.1, '09468604-n': 0.2, '09399592-n': 0.3333333333333333, '03160309-n': 0.1}",09472597-n,0.5,volcano,0.6206017732620239
14,Mountain,../Image/All_Cropped\Mountain\8.jpg,"{'09468604-n': 0.2354690432548523, '09193705-n': 0.13514095544815063, '04604644-n': 0.09100153297185898, '09288635-n': 0.03486527502536774, '09472597-n': 0.027529893442988396, '03792972-n': 0.023939484730362892, '09332890-n': 0.019301222637295723, '09246464-n': 0.018058281391859055, '03792782-n': 0.014456575736403465, '09428293-n': 0.011034736409783363}","{'valley': 0.2354690432548523, 'alp': 0.13514095544815063, 'worm fence': 0.09100153297185898, 'geyser': 0.03486527502536774, 'volcano': 0.027529893442988396, 'mountain tent': 0.023939484730362892, 'lakeside': 0.019301222637295723, 'cliff': 0.018058281391859055, 'mountain bike': 0.014456575736403465, 'seashore': 0.011034736409783363}","{'09468604-n': 0.2, '09193705-n': 0.5, '04604644-n': 0.08333333333333333, '09288635-n': 0.2, '09472597-n': 0.5, '03792972-n': 0.1, '09332890-n': 0.2, '09246464-n': 0.25, '03792782-n': 0.09090909090909091, '09428293-n': 0.2}",09193705-n,0.5,alp,0.13514095544815063
15,Mountain,../Image/All_Cropped\Mountain\9.jpg,"{'09193705-n': 0.28058257699012756, '09468604-n': 0.21358762681484222, '09472597-n': 0.08612208068370819, '09399592-n': 0.05251692607998848, '09428293-n': 0.047128576785326004, '09332890-n': 0.04277406260371208, '09246464-n': 0.030863231047987938, '03792972-n': 0.03010149858891964, '09288635-n': 0.008828130550682545, '02980441-n': 0.0050639561377465725}","{'alp': 0.28058257699012756, 'valley': 0.21358762681484222, 'volcano': 0.08612208068370819, 'promontory': 0.05251692607998848, 'seashore': 0.047128576785326004, 'lakeside': 0.04277406260371208, 'cliff': 0.030863231047987938, 'mountain tent': 0.03010149858891964, 'geyser': 0.008828130550682545, 'castle': 0.0050639561377465725}","{'09193705-n': 0.5, '09468604-n': 0.2, '09472597-n': 0.5, '09399592-n': 0.3333333333333333, '09428293-n': 0.2, '09332890-n': 0.2, '09246464-n': 0.25, '03792972-n': 0.1, '09288635-n': 0.2, '02980441-n': 0.1}",09193705-n,0.5,alp,0.28058257699012756
16,Beach,../Image/All_Cropped\Beach\1.jpg,"{'09399592-n': 0.5026565194129944, '09428293-n': 0.2699967622756958, '09246464-n': 0.03541610389947891, '09332890-n': 0.030241992324590683, '02894605-n': 0.022042198106646538, '09421951-n': 0.012132757343351841, '02814860-n': 0.010312219150364399, '09468604-n': 0.009012461639940739, '09472597-n': 0.008542568422853947, '04606251-n': 0.006446636747568846}","{'promontory': 0.5026565194129944, 'seashore': 0.2699967622756958, 'cliff': 0.03541610389947891, 'lakeside': 0.030241992324590683, 'breakwater': 0.022042198106646538, 'sandbar': 0.012132757343351841, 'beacon': 0.010312219150364399, 'valley': 0.009012461639940739, 'volcano': 0.008542568422853947, 'wreck': 0.006446636747568846}","{'09399592-n': 0.25, '09428293-n': 0.25, '09246464-n': 0.3333333333333333, '09332890-n': 0.25, '02894605-n': 0.1111111111111111, '09421951-n': 0.16666666666666666, '02814860-n': 0.125, '09468604-n': 0.25, '09472597-n': 0.2, '04606251-n': 0.08333333333333333}",09399592-n,0.25,"promontory, headland, head, foreland",0.5026565194129944
17,Beach,../Image/All_Cropped\Beach\10.jpg,"{'09428293-n': 0.6539821624755859, '09421951-n': 0.2935444116592407, '09332890-n': 0.00655592605471611, '09399592-n': 0.0030044885352253914, '04371430-n': 0.0020380362402647734, '02894605-n': 0.0019123743986710906, '02981792-n': 0.0013829506933689117, '03710721-n': 0.0013453976716846228, '04136333-n': 0.0012882155133411288, '04606251-n': 0.0012557910522446036}","{'seashore': 0.6539821624755859, 'sandbar': 0.2935444116592407, 'lakeside': 0.00655592605471611, 'promontory': 0.0030044885352253914, 'swimming trunks': 0.0020380362402647734, 'breakwater': 0.0019123743986710906, 'catamaran': 0.0013829506933689117, 'maillot': 0.0013453976716846228, 'sarong': 0.0012882155133411288, 'wreck': 0.0012557910522446036}","{'09428293-n': 0.25, '09421951-n': 0.16666666666666666, '09332890-n': 0.25, '09399592-n': 0.25, '04371430-n': 0.1, '02894605-n': 0.1111111111111111, '02981792-n': 0.07692307692307693, '03710721-n': 0.1, '04136333-n': 0.1, '04606251-n': 0.08333333333333333}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.6539821624755859
18,Beach,../Image/All_Cropped\Beach\11.jpg,"{'09332890-n': 0.2226012945175171, '09428293-n': 0.12007837742567062, '09288635-n': 0.11789580434560776, '02894605-n': 0.041585154831409454, '09472597-n': 0.030489353463053703, '03240683-n': 0.02355772815644741, '02814860-n': 0.023392509669065475, '09421951-n': 0.022714264690876007, '09399592-n': 0.01579405553638935, '04266014-n': 0.0130928261205554}","{'lakeside': 0.2226012945175171, 'seashore': 0.12007837742567062, 'geyser': 0.11789580434560776, 'breakwater': 0.041585154831409454, 'volcano': 0.030489353463053703, 'drilling platform': 0.02355772815644741, 'beacon': 0.023392509669065475, 'sandbar': 0.022714264690876007, 'promontory': 0.01579405553638935, 'space shuttle': 0.0130928261205554}","{'09332890-n': 0.25, '09428293-n': 0.25, '09288635-n': 0.25, '02894605-n': 0.1111111111111111, '09472597-n': 0.2, '03240683-n': 0.09090909090909091, '02814860-n': 0.125, '09421951-n': 0.16666666666666666, '09399592-n': 0.25, '04266014-n': 0.1}",09332890-n,0.25,"lakeside, lakeshore",0.2226012945175171
19,Beach,../Image/All_Cropped\Beach\12.jpg,"{'09428293-n': 0.37950998544692993, '09399592-n': 0.17595939338207245, '09332890-n': 0.09635528922080994, '09421951-n': 0.037191785871982574, '02894605-n': 0.035642314702272415, '04606251-n': 0.02586984634399414, '09246464-n': 0.020260926336050034, '04273569-n': 0.011130440048873425, '02687172-n': 0.009357046335935593, '04347754-n': 0.008048739284276962}","{'seashore': 0.37950998544692993, 'promontory': 0.17595939338207245, 'lakeside': 0.09635528922080994, 'sandbar': 0.037191785871982574, 'breakwater': 0.035642314702272415, 'wreck': 0.02586984634399414, 'cliff': 0.020260926336050034, 'speedboat': 0.011130440048873425, 'aircraft carrier': 0.009357046335935593, 'submarine': 0.008048739284276962}","{'09428293-n': 0.25, '09399592-n': 0.25, '09332890-n': 0.25, '09421951-n': 0.16666666666666666, '02894605-n': 0.1111111111111111, '04606251-n': 0.08333333333333333, '09246464-n': 0.3333333333333333, '04273569-n': 0.07692307692307693, '02687172-n': 0.09090909090909091, '04347754-n': 0.08333333333333333}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.37950998544692993
20,Beach,../Image/All_Cropped\Beach\13.jpg,"{'09428293-n': 0.20068183541297913, '09421951-n': 0.10157585144042969, '02066245-n': 0.05418882146477699, '09332890-n': 0.036822594702243805, '02981792-n': 0.022703826427459717, '03240683-n': 0.01660735346376896, '02071294-n': 0.01365314144641161, '04273569-n': 0.012892656959593296, '02894605-n': 0.012877124361693859, '01665541-n': 0.01258996780961752}","{'seashore': 0.20068183541297913, 'sandbar': 0.10157585144042969, 'grey whale': 0.05418882146477699, 'lakeside': 0.036822594702243805, 'catamaran': 0.022703826427459717, 'drilling platform': 0.01660735346376896, 'killer whale': 0.01365314144641161, 'speedboat': 0.012892656959593296, 'breakwater': 0.012877124361693859, 'leatherback turtle': 0.01258996780961752}","{'09428293-n': 0.25, '09421951-n': 0.16666666666666666, '02066245-n': 0.0625, '09332890-n': 0.25, '02981792-n': 0.07692307692307693, '03240683-n': 0.09090909090909091, '02071294-n': 0.058823529411764705, '04273569-n': 0.07692307692307693, '02894605-n': 0.1111111111111111, '01665541-n': 0.06666666666666667}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.20068183541297913
21,Beach,../Image/All_Cropped\Beach\14.jpg,"{'09428293-n': 0.6822628974914551, '09421951-n': 0.13694967329502106, '09332890-n': 0.017363151535391808, '09399592-n': 0.016569536179304123, '09288635-n': 0.01269293762743473, '04606251-n': 0.008810422383248806, '09246464-n': 0.005379158537834883, '02894605-n': 0.005124599672853947, '02814860-n': 0.005099154077470303, '09468604-n': 0.004490984603762627}","{'seashore': 0.6822628974914551, 'sandbar': 0.13694967329502106, 'lakeside': 0.017363151535391808, 'promontory': 0.016569536179304123, 'geyser': 0.01269293762743473, 'wreck': 0.008810422383248806, 'cliff': 0.005379158537834883, 'breakwater': 0.005124599672853947, 'beacon': 0.005099154077470303, 'valley': 0.004490984603762627}","{'09428293-n': 0.25, '09421951-n': 0.16666666666666666, '09332890-n': 0.25, '09399592-n': 0.25, '09288635-n': 0.25, '04606251-n': 0.08333333333333333, '09246464-n': 0.3333333333333333, '02894605-n': 0.1111111111111111, '02814860-n': 0.125, '09468604-n': 0.25}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.6822628974914551
22,Beach,../Image/All_Cropped\Beach\15.jpg,"{'09399592-n': 0.5479863286018372, '09428293-n': 0.23543594777584076, '09332890-n': 0.060972146689891815, '09246464-n': 0.0465216338634491, '02894605-n': 0.012732851319015026, '09421951-n': 0.009669226594269276, '02814860-n': 0.009584556333720684, '09256479-n': 0.004117907024919987, '09468604-n': 0.0038677810225635767, '02066245-n': 0.0027453862130641937}","{'promontory': 0.5479863286018372, 'seashore': 0.23543594777584076, 'lakeside': 0.060972146689891815, 'cliff': 0.0465216338634491, 'breakwater': 0.012732851319015026, 'sandbar': 0.009669226594269276, 'beacon': 0.009584556333720684, 'coral reef': 0.004117907024919987, 'valley': 0.0038677810225635767, 'grey whale': 0.0027453862130641937}","{'09399592-n': 0.25, '09428293-n': 0.25, '09332890-n': 0.25, '09246464-n': 0.3333333333333333, '02894605-n': 0.1111111111111111, '09421951-n': 0.16666666666666666, '02814860-n': 0.125, '09256479-n': 0.16666666666666666, '09468604-n': 0.25, '02066245-n': 0.0625}",09399592-n,0.25,"promontory, headland, head, foreland",0.5479863286018372
23,Beach,../Image/All_Cropped\Beach\16.jpg,"{'09399592-n': 0.5086978077888489, '09428293-n': 0.15751788020133972, '09246464-n': 0.08227919787168503, '09332890-n': 0.0219965111464262, '02066245-n': 0.014596475288271904, '04606251-n': 0.012794583104550838, '01664065-n': 0.011404335498809814, '09468604-n': 0.01111644972115755, '01665541-n': 0.009821334853768349, '03240683-n': 0.006461263634264469}","{'promontory': 0.5086978077888489, 'seashore': 0.15751788020133972, 'cliff': 0.08227919787168503, 'lakeside': 0.0219965111464262, 'grey whale': 0.014596475288271904, 'wreck': 0.012794583104550838, 'loggerhead': 0.011404335498809814, 'valley': 0.01111644972115755, 'leatherback turtle': 0.009821334853768349, 'drilling platform': 0.006461263634264469}","{'09399592-n': 0.25, '09428293-n': 0.25, '09246464-n': 0.3333333333333333, '09332890-n': 0.25, '02066245-n': 0.0625, '04606251-n': 0.08333333333333333, '01664065-n': 0.06666666666666667, '09468604-n': 0.25, '01665541-n': 0.06666666666666667, '03240683-n': 0.09090909090909091}",09399592-n,0.25,"promontory, headland, head, foreland",0.5086978077888489
24,Beach,../Image/All_Cropped\Beach\2.jpg,"{'09332890-n': 0.3361198306083679, '09428293-n': 0.28859788179397583, '09421951-n': 0.050413958728313446, '02951358-n': 0.047215674072504044, '04273569-n': 0.028127821162343025, '09399592-n': 0.020664142444729805, '02859443-n': 0.0187496617436409, '03991062-n': 0.010758845135569572, '04612504-n': 0.008218620903789997, '09468604-n': 0.008153590373694897}","{'lakeside': 0.3361198306083679, 'seashore': 0.28859788179397583, 'sandbar': 0.050413958728313446, 'canoe': 0.047215674072504044, 'speedboat': 0.028127821162343025, 'promontory': 0.020664142444729805, 'boathouse': 0.0187496617436409, 'pot': 0.010758845135569572, 'yawl': 0.008218620903789997, 'valley': 0.008153590373694897}","{'09332890-n': 0.25, '09428293-n': 0.25, '09421951-n': 0.16666666666666666, '02951358-n': 0.07692307692307693, '04273569-n': 0.07692307692307693, '09399592-n': 0.25, '02859443-n': 0.1, '03991062-n': 0.125, '04612504-n': 0.07692307692307693, '09468604-n': 0.25}",09332890-n,0.25,"lakeside, lakeshore",0.3361198306083679
25,Beach,../Image/All_Cropped\Beach\3.jpg,"{'09428293-n': 0.6728507280349731, '09421951-n': 0.1380687654018402, '09332890-n': 0.09707719087600708, '09399592-n': 0.016128869727253914, '09288635-n': 0.010168718174099922, '09468604-n': 0.005718077067285776, '09246464-n': 0.004353877156972885, '09472597-n': 0.0037513263523578644, '02814860-n': 0.0020389442797750235, '02894605-n': 0.0019569972064346075}","{'seashore': 0.6728507280349731, 'sandbar': 0.1380687654018402, 'lakeside': 0.09707719087600708, 'promontory': 0.016128869727253914, 'geyser': 0.010168718174099922, 'valley': 0.005718077067285776, 'cliff': 0.004353877156972885, 'volcano': 0.0037513263523578644, 'beacon': 0.0020389442797750235, 'breakwater': 0.0019569972064346075}","{'09428293-n': 0.25, '09421951-n': 0.16666666666666666, '09332890-n': 0.25, '09399592-n': 0.25, '09288635-n': 0.25, '09468604-n': 0.25, '09246464-n': 0.3333333333333333, '09472597-n': 0.2, '02814860-n': 0.125, '02894605-n': 0.1111111111111111}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.6728507280349731
