,type,dir,id_labels,readable_labels,similarity_score,closest_id_label,closest_similarity_score,closest_readable_label,closest_prob
10,Mountain,../Image/All_Cropped\Mountain\4.jpg,"{'09399592-n': 0.3694610297679901, '09472597-n': 0.18741914629936218, '09332890-n': 0.08229313790798187, '09468604-n': 0.08080309629440308, '09428293-n': 0.03574007749557495, '09193705-n': 0.03444640338420868, '09421951-n': 0.02909599430859089, '03792972-n': 0.029074829071760178, '04592741-n': 0.026250440627336502, '09246464-n': 0.024537738412618637}","{'promontory': 0.3694610297679901, 'volcano': 0.18741914629936218, 'lakeside': 0.08229313790798187, 'valley': 0.08080309629440308, 'seashore': 0.03574007749557495, 'alp': 0.03444640338420868, 'sandbar': 0.02909599430859089, 'mountain tent': 0.029074829071760178, 'wing': 0.026250440627336502, 'cliff': 0.024537738412618637}","{'09399592-n': 0.3333333333333333, '09472597-n': 0.5, '09332890-n': 0.2, '09468604-n': 0.2, '09428293-n': 0.2, '09193705-n': 0.5, '09421951-n': 0.2, '03792972-n': 0.1, '04592741-n': 0.1, '09246464-n': 0.25}",09472597-n,0.5,volcano,0.18741914629936218
11,Mountain,../Image/All_Cropped\Mountain\5.jpg,"{'09193705-n': 0.8785549402236938, '09468604-n': 0.055381953716278076, '03792972-n': 0.03098677657544613, '03160309-n': 0.005206665489822626, '09472597-n': 0.005076632834970951, '09246464-n': 0.0040668523870408535, '03457902-n': 0.002737476024776697, '04044716-n': 0.0017486627912148833, '04258138-n': 0.0017154343659058213, '09332890-n': 0.0011827023699879646}","{'alp': 0.8785549402236938, 'valley': 0.055381953716278076, 'mountain tent': 0.03098677657544613, 'dam': 0.005206665489822626, 'volcano': 0.005076632834970951, 'cliff': 0.0040668523870408535, 'greenhouse': 0.002737476024776697, 'radio telescope': 0.0017486627912148833, 'solar dish': 0.0017154343659058213, 'lakeside': 0.0011827023699879646}","{'09193705-n': 0.5, '09468604-n': 0.2, '03792972-n': 0.1, '03160309-n': 0.1, '09472597-n': 0.5, '09246464-n': 0.25, '03457902-n': 0.1111111111111111, '04044716-n': 0.07142857142857142, '04258138-n': 0.1, '09332890-n': 0.2}",09193705-n,0.5,alp,0.8785549402236938
12,Mountain,../Image/All_Cropped\Mountain\6.jpg,"{'09468604-n': 0.5278264284133911, '02504458-n': 0.051970191299915314, '09246464-n': 0.04873969405889511, '09399592-n': 0.028882520273327827, '02408429-n': 0.02136276476085186, '09193705-n': 0.020990516990423203, '03792782-n': 0.01711612194776535, '02391049-n': 0.015618328005075455, '04326547-n': 0.012728789821267128, '09472597-n': 0.012134873308241367}","{'valley': 0.5278264284133911, 'African elephant': 0.051970191299915314, 'cliff': 0.04873969405889511, 'promontory': 0.028882520273327827, 'water buffalo': 0.02136276476085186, 'alp': 0.020990516990423203, 'mountain bike': 0.01711612194776535, 'zebra': 0.015618328005075455, 'stone wall': 0.012728789821267128, 'volcano': 0.012134873308241367}","{'09468604-n': 0.2, '02504458-n': 0.06666666666666667, '09246464-n': 0.25, '09399592-n': 0.3333333333333333, '02408429-n': 0.05555555555555555, '09193705-n': 0.5, '03792782-n': 0.09090909090909091, '02391049-n': 0.0625, '04326547-n': 0.09090909090909091, '09472597-n': 0.5}",09193705-n,0.5,alp,0.020990516990423203
13,Mountain,../Image/All_Cropped\Mountain\7.jpg,"{'09246464-n': 0.46048635244369507, '01943899-n': 0.07317251712083817, '01990800-n': 0.055845752358436584, '09193705-n': 0.04671437293291092, '09468604-n': 0.0372614748775959, '09428293-n': 0.02932887338101864, '03792972-n': 0.026561006903648376, '03042490-n': 0.025845086202025414, '02814860-n': 0.020996853709220886, '09472597-n': 0.01968826726078987}","{'cliff': 0.46048635244369507, 'conch': 0.07317251712083817, 'isopod': 0.055845752358436584, 'alp': 0.04671437293291092, 'valley': 0.0372614748775959, 'seashore': 0.02932887338101864, 'mountain tent': 0.026561006903648376, 'cliff dwelling': 0.025845086202025414, 'beacon': 0.020996853709220886, 'volcano': 0.01968826726078987}","{'09246464-n': 0.25, '01943899-n': 0.08333333333333333, '01990800-n': 0.07692307692307693, '09193705-n': 0.5, '09468604-n': 0.2, '09428293-n': 0.2, '03792972-n': 0.1, '03042490-n': 0.1, '02814860-n': 0.1111111111111111, '09472597-n': 0.5}",09193705-n,0.5,alp,0.04671437293291092
14,Mountain,../Image/All_Cropped\Mountain\8.jpg,"{'09468604-n': 0.26717671751976013, '09332890-n': 0.07758889347314835, '09193705-n': 0.07626716047525406, '09472597-n': 0.07560089230537415, '09399592-n': 0.07322100549936295, '09428293-n': 0.06753333657979965, '04604644-n': 0.030193328857421875, '09288635-n': 0.026250161230564117, '09421951-n': 0.026069823652505875, '03792972-n': 0.02061362750828266}","{'valley': 0.26717671751976013, 'lakeside': 0.07758889347314835, 'alp': 0.07626716047525406, 'volcano': 0.07560089230537415, 'promontory': 0.07322100549936295, 'seashore': 0.06753333657979965, 'worm fence': 0.030193328857421875, 'geyser': 0.026250161230564117, 'sandbar': 0.026069823652505875, 'mountain tent': 0.02061362750828266}","{'09468604-n': 0.2, '09332890-n': 0.2, '09193705-n': 0.5, '09472597-n': 0.5, '09399592-n': 0.3333333333333333, '09428293-n': 0.2, '04604644-n': 0.08333333333333333, '09288635-n': 0.2, '09421951-n': 0.2, '03792972-n': 0.1}",09193705-n,0.5,alp,0.07626716047525406
15,Mountain,../Image/All_Cropped\Mountain\9.jpg,"{'09193705-n': 0.3346785008907318, '09472597-n': 0.2630448639392853, '09468604-n': 0.16781878471374512, '03792972-n': 0.03842587769031525, '09332890-n': 0.038258589804172516, '01795545-n': 0.03070896677672863, '02814860-n': 0.023332448676228523, '09246464-n': 0.01953001134097576, '02980441-n': 0.011931047774851322, '09399592-n': 0.007604341488331556}","{'alp': 0.3346785008907318, 'volcano': 0.2630448639392853, 'valley': 0.16781878471374512, 'mountain tent': 0.03842587769031525, 'lakeside': 0.038258589804172516, 'black grouse': 0.03070896677672863, 'beacon': 0.023332448676228523, 'cliff': 0.01953001134097576, 'castle': 0.011931047774851322, 'promontory': 0.007604341488331556}","{'09193705-n': 0.5, '09472597-n': 0.5, '09468604-n': 0.2, '03792972-n': 0.1, '09332890-n': 0.2, '01795545-n': 0.08333333333333333, '02814860-n': 0.1111111111111111, '09246464-n': 0.25, '02980441-n': 0.1, '09399592-n': 0.3333333333333333}",09193705-n,0.5,alp,0.3346785008907318
16,Beach,../Image/All_Cropped\Beach\1.jpg,"{'09399592-n': 0.4206730127334595, '09428293-n': 0.31160175800323486, '02814860-n': 0.04641876369714737, '02894605-n': 0.04369477182626724, '09246464-n': 0.030317069962620735, '09288635-n': 0.020876474678516388, '09472597-n': 0.0160823967307806, '09193705-n': 0.014807019382715225, '09332890-n': 0.014526373706758022, '02066245-n': 0.012891211546957493}","{'promontory': 0.4206730127334595, 'seashore': 0.31160175800323486, 'beacon': 0.04641876369714737, 'breakwater': 0.04369477182626724, 'cliff': 0.030317069962620735, 'geyser': 0.020876474678516388, 'volcano': 0.0160823967307806, 'alp': 0.014807019382715225, 'lakeside': 0.014526373706758022, 'grey whale': 0.012891211546957493}","{'09399592-n': 0.25, '09428293-n': 0.25, '02814860-n': 0.125, '02894605-n': 0.1111111111111111, '09246464-n': 0.3333333333333333, '09288635-n': 0.25, '09472597-n': 0.2, '09193705-n': 0.2, '09332890-n': 0.25, '02066245-n': 0.0625}",09399592-n,0.25,"promontory, headland, head, foreland",0.4206730127334595
17,Beach,../Image/All_Cropped\Beach\10.jpg,"{'09428293-n': 0.1816941797733307, '09288635-n': 0.12615089118480682, '09421951-n': 0.1137101948261261, '03496892-n': 0.04012256860733032, '04606251-n': 0.0338439904153347, '03888257-n': 0.033841438591480255, '07802026-n': 0.031842462718486786, '09332890-n': 0.03181450814008713, '03773504-n': 0.02959805727005005, '02894605-n': 0.026302259415388107}","{'seashore': 0.1816941797733307, 'geyser': 0.12615089118480682, 'sandbar': 0.1137101948261261, 'harvester': 0.04012256860733032, 'wreck': 0.0338439904153347, 'parachute': 0.033841438591480255, 'hay': 0.031842462718486786, 'lakeside': 0.03181450814008713, 'missile': 0.02959805727005005, 'breakwater': 0.026302259415388107}","{'09428293-n': 0.25, '09288635-n': 0.25, '09421951-n': 0.16666666666666666, '03496892-n': 0.1, '04606251-n': 0.08333333333333333, '03888257-n': 0.1111111111111111, '07802026-n': 0.1, '09332890-n': 0.25, '03773504-n': 0.1, '02894605-n': 0.1111111111111111}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.1816941797733307
18,Beach,../Image/All_Cropped\Beach\11.jpg,"{'04266014-n': 0.26831239461898804, '03773504-n': 0.20808590948581696, '04008634-n': 0.10387100279331207, '02814860-n': 0.055915262550115585, '09288635-n': 0.03149375692009926, '02894605-n': 0.029765866696834564, '09332890-n': 0.02872619591653347, '09472597-n': 0.024338997900485992, '02687172-n': 0.021242136135697365, '03240683-n': 0.019251877442002296}","{'space shuttle': 0.26831239461898804, 'missile': 0.20808590948581696, 'projectile': 0.10387100279331207, 'beacon': 0.055915262550115585, 'geyser': 0.03149375692009926, 'breakwater': 0.029765866696834564, 'lakeside': 0.02872619591653347, 'volcano': 0.024338997900485992, 'aircraft carrier': 0.021242136135697365, 'drilling platform': 0.019251877442002296}","{'04266014-n': 0.1, '03773504-n': 0.1, '04008634-n': 0.1, '02814860-n': 0.125, '09288635-n': 0.25, '02894605-n': 0.1111111111111111, '09332890-n': 0.25, '09472597-n': 0.2, '02687172-n': 0.09090909090909091, '03240683-n': 0.09090909090909091}",04266014-n,0.1,space shuttle,0.26831239461898804
19,Beach,../Image/All_Cropped\Beach\12.jpg,"{'09428293-n': 0.6302136778831482, '09399592-n': 0.15261444449424744, '09332890-n': 0.09961666166782379, '02894605-n': 0.032085999846458435, '09421951-n': 0.018115248531103134, '02687172-n': 0.010539468377828598, '04606251-n': 0.006801282055675983, '01665541-n': 0.0055824038572609425, '09246464-n': 0.005207115318626165, '09468604-n': 0.004223302006721497}","{'seashore': 0.6302136778831482, 'promontory': 0.15261444449424744, 'lakeside': 0.09961666166782379, 'breakwater': 0.032085999846458435, 'sandbar': 0.018115248531103134, 'aircraft carrier': 0.010539468377828598, 'wreck': 0.006801282055675983, 'leatherback turtle': 0.0055824038572609425, 'cliff': 0.005207115318626165, 'valley': 0.004223302006721497}","{'09428293-n': 0.25, '09399592-n': 0.25, '09332890-n': 0.25, '02894605-n': 0.1111111111111111, '09421951-n': 0.16666666666666666, '02687172-n': 0.09090909090909091, '04606251-n': 0.08333333333333333, '01665541-n': 0.06666666666666667, '09246464-n': 0.3333333333333333, '09468604-n': 0.25}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.6302136778831482
20,Beach,../Image/All_Cropped\Beach\13.jpg,"{'09428293-n': 0.22589616477489471, '09421951-n': 0.0945621058344841, '09332890-n': 0.09038875997066498, '09399592-n': 0.05022311583161354, '02894605-n': 0.04657980054616928, '02317335-n': 0.026931557804346085, '01665541-n': 0.020010722801089287, '01943899-n': 0.01827315054833889, '02077923-n': 0.014771969057619572, '03095699-n': 0.013654198497533798}","{'seashore': 0.22589616477489471, 'sandbar': 0.0945621058344841, 'lakeside': 0.09038875997066498, 'promontory': 0.05022311583161354, 'breakwater': 0.04657980054616928, 'starfish': 0.026931557804346085, 'leatherback turtle': 0.020010722801089287, 'conch': 0.01827315054833889, 'sea lion': 0.014771969057619572, 'container ship': 0.013654198497533798}","{'09428293-n': 0.25, '09421951-n': 0.16666666666666666, '09332890-n': 0.25, '09399592-n': 0.25, '02894605-n': 0.1111111111111111, '02317335-n': 0.1, '01665541-n': 0.06666666666666667, '01943899-n': 0.09090909090909091, '02077923-n': 0.0625, '03095699-n': 0.07692307692307693}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.22589616477489471
21,Beach,../Image/All_Cropped\Beach\14.jpg,"{'09428293-n': 0.4355558156967163, '04606251-n': 0.10696712881326675, '09421951-n': 0.044878628104925156, '02410509-n': 0.030396880581974983, '09332890-n': 0.022894464433193207, '09399592-n': 0.020861607044935226, '09246464-n': 0.02049296163022518, '01665541-n': 0.02008526772260666, '02408429-n': 0.016002243384718895, '02782093-n': 0.015292435884475708}","{'seashore': 0.4355558156967163, 'wreck': 0.10696712881326675, 'sandbar': 0.044878628104925156, 'bison': 0.030396880581974983, 'lakeside': 0.022894464433193207, 'promontory': 0.020861607044935226, 'cliff': 0.02049296163022518, 'leatherback turtle': 0.02008526772260666, 'water buffalo': 0.016002243384718895, 'balloon': 0.015292435884475708}","{'09428293-n': 0.25, '04606251-n': 0.08333333333333333, '09421951-n': 0.16666666666666666, '02410509-n': 0.0625, '09332890-n': 0.25, '09399592-n': 0.25, '09246464-n': 0.3333333333333333, '01665541-n': 0.06666666666666667, '02408429-n': 0.058823529411764705, '02782093-n': 0.08333333333333333}",09428293-n,0.25,"seashore, coast, seacoast, sea-coast",0.4355558156967163
22,Beach,../Image/All_Cropped\Beach\15.jpg,"{'09246464-n': 0.4105963110923767, '09399592-n': 0.3509860038757324, '09428293-n': 0.17449377477169037, '02814860-n': 0.019946817308664322, '09256479-n': 0.01106843538582325, '09332890-n': 0.006268851924687624, '02894605-n': 0.004899649880826473, '04606251-n': 0.0024367680307477713, '01664065-n': 0.0022221163380891085, '02066245-n': 0.0018578058807179332}","{'cliff': 0.4105963110923767, 'promontory': 0.3509860038757324, 'seashore': 0.17449377477169037, 'beacon': 0.019946817308664322, 'coral reef': 0.01106843538582325, 'lakeside': 0.006268851924687624, 'breakwater': 0.004899649880826473, 'wreck': 0.0024367680307477713, 'loggerhead': 0.0022221163380891085, 'grey whale': 0.0018578058807179332}","{'09246464-n': 0.3333333333333333, '09399592-n': 0.25, '09428293-n': 0.25, '02814860-n': 0.125, '09256479-n': 0.16666666666666666, '09332890-n': 0.25, '02894605-n': 0.1111111111111111, '04606251-n': 0.08333333333333333, '01664065-n': 0.06666666666666667, '02066245-n': 0.0625}",09246464-n,0.3333333333333333,"cliff, drop, drop-off",0.4105963110923767
23,Beach,../Image/All_Cropped\Beach\16.jpg,"{'09399592-n': 0.38561901450157166, '01484850-n': 0.21161334216594696, '09428293-n': 0.07681272178888321, '02066245-n': 0.053145814687013626, '01698640-n': 0.025044189766049385, '02444819-n': 0.02106206677854061, '09468604-n': 0.016762446612119675, '02704792-n': 0.013678865507245064, '02071294-n': 0.011094632558524609, '04606251-n': 0.010662025772035122}","{'promontory': 0.38561901450157166, 'great white shark': 0.21161334216594696, 'seashore': 0.07681272178888321, 'grey whale': 0.053145814687013626, 'American alligator': 0.025044189766049385, 'otter': 0.02106206677854061, 'valley': 0.016762446612119675, 'amphibian': 0.013678865507245064, 'killer whale': 0.011094632558524609, 'wreck': 0.010662025772035122}","{'09399592-n': 0.25, '01484850-n': 0.0625, '09428293-n': 0.25, '02066245-n': 0.0625, '01698640-n': 0.07142857142857142, '02444819-n': 0.07142857142857142, '09468604-n': 0.25, '02704792-n': 0.09090909090909091, '02071294-n': 0.058823529411764705, '04606251-n': 0.08333333333333333}",09399592-n,0.25,"promontory, headland, head, foreland",0.38561901450157166
24,Beach,../Image/All_Cropped\Beach\2.jpg,"{'02951358-n': 0.08640341460704803, '02859443-n': 0.08174844831228256, '03899768-n': 0.0744161307811737, '09332890-n': 0.06881457567214966, '03991062-n': 0.05751664191484451, '03891251-n': 0.04129683971405029, '02797295-n': 0.026244323700666428, '03649909-n': 0.021430252119898796, '04604644-n': 0.018767567351460457, '02704792-n': 0.016028879210352898}","{'canoe': 0.08640341460704803, 'boathouse': 0.08174844831228256, 'patio': 0.0744161307811737, 'lakeside': 0.06881457567214966, 'pot': 0.05751664191484451, 'park bench': 0.04129683971405029, 'barrow': 0.026244323700666428, 'lawn mower': 0.021430252119898796, 'worm fence': 0.018767567351460457, 'amphibian': 0.016028879210352898}","{'02951358-n': 0.07692307692307693, '02859443-n': 0.1, '03899768-n': 0.125, '09332890-n': 0.25, '03991062-n': 0.125, '03891251-n': 0.09090909090909091, '02797295-n': 0.1, '03649909-n': 0.1, '04604644-n': 0.09090909090909091, '02704792-n': 0.09090909090909091}",02951358-n,0.07692307692307693,canoe,0.08640341460704803
